song,artist,genres
"Holy, Holy, Holy",Art Ruprecht,['deep smooth jazz']
Entre Los Dos,Y La Bamba,"['latinx alternative', 'portland indie']"
Natural Meditation,Zen Meditation and Natural White Noise and New Age Deep Massage,['sleep']
SNK GALS' Fighters BGM 04,SNK SOUND TEAM,"['japanese vgm', 'sound team']"
Emotional trigger,Lofi Sleep Chill & Study,['lo-fi product']
Diese Zeit,Queeen,['frauenrap']
Spirit Quest,Shamanic Drumming World,['world meditation']
On Me,LYRIKAL TMG,['iowa hip hop']
la boulangerie,suitcase rhodes,['neo-shibuya-kei']
Gloria a Ti,Yelitza Cintron,"['pop cristiano', 'worship']"
Helicopter,Jester,['athens indie']
True Enough,Activated Records,['bay area hip hop']
Defectos,Geovanna Leal,['mariachi cristiano']
Perfect Day,Relaxing Piano Jazz Music Ensemble,['pianissimo']
Bibojibs,Bear Trade,"['north east england indie', 'uk diy punk']"
Concentric Circles,Listening Center,['hauntology']
Here We Go,Collington,['christian indie folk']
Sepulcher Legionnaires,Sorrowseed,['boston metal']
Por Mi No Te Detengas,Mesteo,['tex-mex']
Keep Up,Eilish Gilligan,['australian electropop']
Chaka Khan (Kingdom 93 Remix),Andreas Moss,['scandipop']
"Houston, Texas 1853",The Jack Maybe Project,['western americana']
Aquaman,Golden Bsp,['bc underground hip hop']
Esther,The Jonah Project,['north carolina indie']
Valentino Outro,Khaled Hammad,['arabic instrumental']
Big Dreams,Flokkk G,['mississippi hip hop']
I'm a GD Buckaroo,Spiller,['eugene indie']
Keys,Gijoe_omg,['west coast trap']
Frequency Shift - VIP,Sully,['dubstep']
Massage Relaxation,Asian Traditional Music,['chinese traditional']
Close to Nature,Deep Buddhist Meditation Music Set,['singing bowl']
Why'd You Have to,Emily Hatton,['australian country']
Holding Roses,Twin Peaks,"['chicago indie', 'indie garage rock', 'modern power pop']"
Lil Boi (Big Talk) [feat Queen Naija],Ayanis,['trap queen']
Please Come Back,Little Slugger,['vermont indie']
Rewired,Roach Gigz,"['cali rap', 'hyphy']"
Don't Need Shit!,Torchfvce,['dark trap']
In the Meantime,Major Murphy,['grand rapids indie']
Disguised,King Theta,['emo rap']
Outlook,Beatcore,"['gaming edm', 'melodic dubstep', 'pop edm']"
Zen Sounds Of Rain,Rain Sounds,"['environmental', 'sleep', 'sound', 'water']"
Devil May Care,Son Volt,"['alternative country', 'roots rock', 'singer-songwriter']"
In the Jailhouse Now - Smokey & The Bandit Mix,Webb Pierce,"['classic country pop', 'honky tonk', 'western swing']"
Serene Sleep with Delta Waves,Guided Meditation Music Zone,['meditation']
Lecha,Danny Palgon,['jewish pop']
Deep Music Therapy,Relaxing Zen Music Ensemble,['zen']
Ambient Music and Binaural Beats,Study Music & Sounds,['sleep']
Quebrando Celas,Lemori,['brazilian hardcore']
Healing Water,Spa,['sleep']
Devoe,The Minorities,['hawaiian punk']
Wolves,Kill County,"['lincoln ne indie', 'southern americana']"
I Don't Owe You Anything,Tegan and Sara,"['canadian indie', 'lilith', 'metropopolis', 'permanent wave']"
Wig Off,Wnc Whopbezzy,"['baton rouge rap', 'florida drill']"
Partyin' with Strangers,The Vegabonds,['deep new americana']
Tal Tal Heights (From The Legend of Zelda Link's Awakening),Mykah,"['lo-fi vgm', 'otacore', 'pixel', 'vgm remix']"
Alone,OSRSBeatz,['pixel']
It's the Most Wonderful Time of the Year,Jessie James Decker,"['contemporary country', 'country pop']"
Clear Blue Water,Piano para Relajarse,['pianissimo']
Mary,Fairground Saints,['indiecoustica']
It's Another Day,Dokken,"['album rock', 'glam metal', 'hard rock', 'metal']"
Control,Aim To Head,['dark clubbing']
Hieroglyphics,Sinitus Tempo,['ambeat']
Cruz De Dolor,Conjunto Amenaza,['norteno-sax']
College,Nola Wren,['indie poptimism']
Oceans  Nothing But The Blood - Medley,WorshipMob,"['anthem worship', 'deep ccm', 'world worship', 'worship']"
If You Leave Me Now,Rare Futures,['progressive post-hardcore']
The Long Way - Audiotree Live Version,We Are The Union,"['easycore', 'modern ska punk', 'ska', 'ska punk']"
Relaxing Thunderstorm,Thunderstorm Sound Bank,"['environmental', 'water']"
Bonne visualisation,Ensemble de Musique Zen Relaxante,['zen']
Hacer Pa Merecer,Cano de Cali,"['narco rap', 'tamaulipas rap']"
Straight Shot (Chopped & Screwed),DJ Michael 5000 Watts,"['chopped and screwed', 'houston rap']"
Eliot Is Great Place,The Guy Who Sings Songs About Cities & Towns,['comedy rock']
Without a Sound - Para X Remix,Para X,['german trance']
El Especial,Pablo Charco Y Los Extraordinarios,['tierra caliente']
Born Different,Steven Goldmund,['background music']
Linger,Settle The Sky,"['post-post-hardcore', 'screamocore']"
Lnh xa nh,Khu Huy V,"['vietnamese bolero', 'vinahouse']"
She's So Heavy (I Want You),Lemon Sky,['cincinnati indie']
Skeleton Bone,Sink Tapes,['new jersey indie']
Sin Hablar Una Palabra,Grupo Agrado,"['corrido', 'corridos tumbados']"
The Things That Bring You Joy,Why Nona,['vermont indie']
El Mono,Los Kyles,['chilena']
Real Nigga,TeeFLii,"['pop r&b', 'slow game', 'west coast trap']"
Air It Out,Young Dro,"['atl hip hop', 'crunk', 'dirty south rap', 'futuristic swag', 'old school atlanta hip hop', 'southern hip hop', 'trap']"
LET ME IN,EDDISON,['glitchcore']
Rasula Se Dica,Razni Izvoai,['starogradska']
Wrapped in a Chorus,Rusty Maples,['vegas indie']
Work It,DJ Slugo,"['footwork', 'ghettotech']"
Rager Anthem (feat Lulbearrubberband & Clyde Carson),Trifln',['cali rap']
The First Port,Ian Fitzgerald,['rhode island indie']
Tonight (feat Caleb Taylor & KC Wavey),Rhyan LaMarr,"['christian hip hop', 'christian trap']"
Until My Dying Day,Bill Baird,['modern psychedelic folk']
"Machine Gun - Live Session, Los Angeles, CA, 2017",Jam in the Van,['west coast reggae']
"Unstoppable Courage, Confidence & Inner Power (Delta 15hz)",PowerThoughts Meditation Club,"['432hz', 'meditation']"
No Where Fast,Vellione,"['hyphy', 'west coast trap']"
Mic Eating Pt4,Diddly ASMR,['asmr']
Awesome Background Music for Yoga and Mindfulness,Yoga Music,['sleep']
Cold Ethyl (Live in Columbus),Alice Cooper,"['album rock', 'classic rock', 'detroit rock', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']"
Real,Iris Temple,['bedroom soul']
A Man Needs a Woman,Nick Wayne,['country pop']
Xonada na Sarrada,Z da Vea,['pagode baiano']
White Land I (From F-Zero) - Drum & Bass Version,Mykah,"['lo-fi vgm', 'otacore', 'pixel', 'vgm remix']"
You Are Love & Love Alone,All Sons & Daughters,"['ccm', 'christian alternative rock', 'deep ccm', 'worship']"
Todo Por Ti,Dany Ome,"['cubaton', 'reparto']"
Katamari Duquette,The World Is A Beautiful Place & I Am No Longer Afraid To Die,"['alternative emo', 'bubblegrunge', 'dreamo', 'emo', 'midwest emo', 'new england emo']"
Fuck It Up,Lil Ronny Motha F,['dfw rap']
Touchdown,David Schweitzer,['british soundtrack']
Closer,Destra,"['chutney', 'dancehall', 'soca']"
730 Man Down,Bandit Gang Marco,['pop r&b']
Returning Waves,Oceanic Sounds,['sound']
Waverunner! Nice Wake!,Derrick Brown,['slam poetry']
Low X Down,Slame,"['g-house', 'russian dance']"
From the Roof (feat YB & Jackie Legere) - Remix,Quinten Coblentz,"['christian hip hop', 'christian pop', 'christian trap']"
You Don't Have To Be Alone - Charlie Wilson Version,DJDS,['la pop']
I'm Good,ACOT,['meme rap']
B0p Dr0p,V@LeRiC,['bubblegum bass']
tukimademukaenikite - Toccoyaki Remix,Sanso Nakamura,['kawaii edm']
Despierta,Natanael Nater,['adoracion']
Lose Yourself in the Wisdom,Brain Stimulation Consort,['subliminal product']
Rain Fills The River,Sleep Sounds of Nature,"['environmental', 'sleep']"
Higher,Sammy Wilk,['teen pop']
Fooled You,ESO,"['chinese r&b', 'mandopop', 'taiwan hip hop']"
Can't Stress Enough,Baldemar,['san antonio indie']
El Costal Lleno De Piedras,Manny Tololoche,"['corridos tumbados', 'tololoche']"
All Night,Cereus Bright,"['knoxville indie', 'stomp and holler']"
Never Be,Lady Blue,['college a cappella']
Skrawberries (A True Love Song),TVBOO,['experimental bass']
Can't Jump (feat Chuck Inglish),Asher Roth,['indie pop rap']
Blue For You,Yes Ma'am,['new orleans americana']
Zombie Nike,Pacman XII,['italian underground hip hop']
Rental Cars,Quentin Miller,"['atl hip hop', 'canadian hip hop', 'indie hip hop', 'underground hip hop']"
Everlasting Buzz,Muddy Ruckus,['new england americana']
"Dream Big Speak Loud (arr V Simonson and N Faingold for voice, electric guitar, drums, piano, organ, choir and chamber ensemble)",Traditional,"['gregorian chant', 'hengelliset laulut', 'puirt-a-beul']"
Vibes for ASMR Rain Sounds and Factorial FX,Spa Relaxation,['sleep']
Oh Come All Ye Faithful,Mark Yandris,['apostolic worship']
Reggie (Man Loves His Horse),Bad Bad Meow,['stomp and whittle']
Rival's Theme (From Pokmon Omega Ruby  Alpha Sapphire),ViolinGamer,['vgm instrumental']
Young $lick,Parris Chariz,"['christian hip hop', 'christian trap']"
Throw It Down,YDG,"['dubstep', 'gaming dubstep']"
Rainfall on a Wooden Porch,Zen Music Garden,"['environmental', 'sleep']"
Heaven & Hell - Live,Red Dirt Rangers,['red dirt']
"No More Left (feat Krypto, Mac Dre, J Stalin & Slim Face) - Remix",Indecent The Slapmaster,['beats']
Don't Give a Damn,Scowl Brow,['charlotte nc indie']
Ain't Trippin,Nr3,"['philly drill', 'philly rap']"
sex (1975 Cover),vivienxo,['finnish electro']
Freestyle (Young Boy Diss),Scotty Cain,['baton rouge rap']
Melancholy,Eric Mayson,['minneapolis indie']
2k,Texako,"['aesthetic rap', 'dream plugg', 'plugg', 'pluggnb']"
gucci sweater,yesterday,"['cloud rap', 'emo rap']"
Roll Out,Dufflebag Boog,['dmv rap']
Alleluia,Liz Fulmer,['lancaster pa indie']
Human Parasite,Dredneks,['western ny metal']
Phantom of the Opera (feat Richard Elliott),GENTRI,['lds']
the girl is insomnia,,['japanese shoegaze']
Mad Over You,DJ Slim K,['chopped and screwed']
Goin' Down South,Andrew Alli,['rva indie']
Si T Supieras,Region Del Bravo,['deep norteno']
"Without You, Die Hard's Not The Same",Oliver Wilde,"['bristol indie', 'garage psych']"
Quero Viver,Gabriela de S,['brazilian ccm']
Body and Blood,City Mouth,"['chicago pop punk', 'diy emo']"
I'm Da Shit,Tum Tum,"['dfw rap', 'dirty south rap', 'houston rap']"
Dj Sbelo - PopUrban Version,Limi-T 21,['merengue']
Too Cold,Trip Lee,"['christian hip hop', 'dfw rap']"
WWE Ring Walker (Cameron Grimes),WWE,['wrestling']
Devil's Got My Soul,MARG,['la indie']
Inner Healing Soul (Rain Sounds) II,Relaxation Meditation Songs Divine,['sleep']
Blood on the Floor,BoozaKeepScorin,['cali rap']
Nature's Secrets,Fresh Water Sounds,"['environmental', 'sound']"
Long Live Love - Ivan Gomez Edit,LeAnn Rimes,"['contemporary country', 'country', 'country dawn', 'country road']"
Alto Saxophone Solo - Music for Holidays,Elevator Music Project,['dinner jazz']
Back to Earth,Noah Floersch,['singer-songwriter pop']
Who Knew,Morningbird,['boston indie']
Never Been Hurt Before (feat Jocelyn Alice) - MC4D Remix,Tep No,"['deep tropical house', 'indie poptimism', 'tropical house']"
Trap HiSstory,Plain James,"['christian hip hop', 'christian trap', 'gospel rap']"
Race my mind,Babsy,['stutter house']
Knowing You,Steve B,['beats']
Don't Need Nothin',The Stools,"['detroit indie', 'detroit rock']"
Not My Will,Richard White,['movie tunes']
Foi Perfeito - Remix,Pedro Souza,['pagode baiano']
Gotta B Tact,Lunchbox,['nyc rap']
Electricity,Ross Copperman,"['acoustic pop', 'piano rock']"
Fill Your Soul (Remix),Def3,"['canadian hip hop', 'outer hip hop']"
Haricot Vert,So Stressed,['sacramento indie']
Everybody Get Muddy (feat Kalibo),Homegrownfamily,['redneck']
Keeping Score (feat Paige IV),L D R U,['australian dance']
Speedin',Forgiato Blow,['maga rap']
Paperback (Demo),"Have Gun, Will Travel",['tampa indie']
Main Theme (Animal Crossing New Horizons),ViolinGamer,['vgm instrumental']
No Game,Hunter Dan,['redneck']
Coward (Black Baptist Remix),Lana Del Rabies,"['death industrial', 'noise', 'power electronics']"
Eu J Te Quis um Dia - Voz e Violo,Sorriso Maroto,"['pagode', 'pagode novo', 'sertanejo universitario']"
Quiero Que Ests,Segu Bailando,['cumbia pop']
Commercial,Aja,['strut']
Five Little Babies Blowing Bubbles,Videogyan Nursery Rhymes,['bachchon ke geet']
All We Got,The String Cheese Incident,"['jam band', 'jamgrass', 'progressive bluegrass']"
7 Cumbianeros,Conjunto Mar Azul,"['chilena', 'musica costena']"
Disco Fever,Wonk Unit,['uk diy punk']
Hit The Lights,Hitta Slim,"['hyphy', 'west coast trap']"
Get Your Hands Up - Workout Remix 128 Bpm,Workout Music Tv,['workout product']
Hood Tales,Jway,['mississippi hip hop']
Cocky,D-Lo,"['cali rap', 'hyphy']"
Bgm for Zen Meditation and Yoga,Zen Gaya,['zen']
Leaving You,american poetry club,"['long island punk', 'small room']"
Shamanic Rebirth,Yoga,['sleep']
Get Lost,Muddy Ruckus,['new england americana']
Clean,HIGHWAY HEAVY,['southern soul blues']
Take It,Derek Ted,['modern indie folk']
Madrecita Querida,Los Cadetes De Linares,"['banda', 'corridos clasicos', 'musica mexicana', 'norteno']"
I Cried for You (Live),Marilyn Maye,['cabaret']
In Mood for Sleep,Zen Meditation Music Academy,['zen']
Egosta 20XX,Leo Hainer,['pop lgbtq+ brasileira']
Don't Make Cents,Cakes da Killa,"['escape room', 'lgbtq+ hip hop', 'nyc rap', 'vogue']"
Al Sharpton,DJ OG Uncle Skip,['chopped and screwed']
Altoona! Altoona!,The Guy Who Sings Songs About Cities & Towns,['comedy rock']
"Casey Jones (Live at the Capitol Theatre, Port Chester, NY 2211971) - 2020 Remaster",Grateful Dead,"['cosmic american', 'jam band', 'psychedelic rock']"
You Are Good - Live,CYA Worship,['pop worship']
Wide Eyed,Pigeon Hole,['experimental bass']
We Ain't Trippin',Lil C,"['dirty texas rap', 'houston rap']"
Ohmmeter,Arc Flash,['lawrence ks indie']
Help Me,Danielle Lewis,['welsh indie']
1-20,Kdot 600,['st louis drill']
The Show Is Over,BodyHead,['western mass indie']
Moments a Year from Now,Apes of the State,"['acoustic punk', 'folk punk', 'lancaster pa indie', 'pittsburgh indie']"
Feeling Rich Today (Remix),Philthy Rich,"['cali rap', 'hyphy', 'oakland hip hop']"
How You Found Me,Bingx,"['deep underground hip hop', 'indie pop rap']"
"Deep, Dark Recesses",Vapora,"['mallsoft', 'vaporwave']"
0002,Nedarb,['cloud rap']
Mr Big (Alternate Version),the El Caminos,['instrumental surf']
Sunset Groove,U-Nam,"['deep smooth jazz', 'smooth jazz']"
I Give It You (In French),Dwayne Dopsie,['zydeco']
First Fang Pierce,Sivade,"['anime drill', 'anime rap']"
Free Indeed (You Said I Am),Israel Houghton,"['gospel', 'worship']"
Memories (feat Megan Hamilton),Tisoki,"['brostep', 'dubstep', 'gaming dubstep']"
Nextu$$y,Lul Naeya,['trap queen']
Sweet Goodbye,Ferdinand fka Left Boy,['austrian pop']
94 East,AOB Eazy,['san diego rap']
De Las Calles A Los Antros,Adolfo Ortiz,['corridos tumbados']
Dark Soul,Imagine Music,['epicore']
You,Duncan Burnett,['experimental hip hop']
Ngi C Quay V,Dim Thy,['vietnamese pop']
By Law,Joe Budden,"['battle rap', 'hardcore hip hop', 'new jersey rap']"
Fair Weather,When the Clock Strikes,['tulsa indie']
Bad Vibes,Extortionist,"['deathcore', 'downtempo deathcore', 'metallic hardcore', 'progressive deathcore']"
Scary Monsters And Nice Sprites (Dubstep Remix),Kids' Halloween Party,['halloween']
Jai Ganesh Deva,Tippu,['filmi']
Fiddle Suite III Dancing (for Jinghu),Yi Chen,"['chinese classical', 'contemporary classical']"
Gladiator,Niviane,['fantasy metal']
Got Me Lifted,VOTG,['chicano rap']
Between Me & the Bar,Alyssa Micaela,"['country pop', 'texas country']"
Just Quiet - Charlie Kane Remix,Meat Katie,"['breakbeat', 'nu skool breaks']"
Underground Club,Xetrovoid,"['cyberpunk', 'synthwave']"
Roof Song,Benny Benji,['lo-fi indie']
Type Different (feat Bay Swag & Lajan Slim),King Combs,"['cali rap', 'pop r&b']"
Nirvana Haze,Alonefold,"['drift', 'warm drone']"
Free The Sea,Oceanic Yoga Pros,"['ocean', 'water', 'yoga']"
Rewarding Mist,Recorder Rain,['rain']
Westside Files (feat Carolyn Rodriguez),City Boys,['jawaiian']
You Won,Good Looking Friends,"['5th wave emo', 'diy emo']"
Deliverance - Eagles & Butterflies RMX,RY X,"['indie anthem-folk', 'indie folk']"
3 Sketches No 2 To my Steinway Adagio,Stephen Beus,['american classical piano']
Good Day,KESHORE,['aesthetic rap']
Everlong,The Cat and Owl,['lullaby']
Strip Down,Ye Ali,"['indiana hip hop', 'trap soul']"
FEFE (Jersey Clubb),Kyle Edwards,['jersey club']
Nasty Nasty (Jersey Club),Mvntana,['jersey club']
Pretty Boy Heaven,Lil Aids,['meme rap']
Piano and Sax,Instrumental Jazz Music Ambient,['dinner jazz']
Tunnel,Nick Len,"['experimental club', 'latin tek', 'miami electronic']"
All I Need,William Control,['electropowerpop']
In My Prime,Eric Bellinger,"['pop r&b', 'r&b']"
Mood Ring,Boreen,['portland indie']
Guard Up,Pooh Shiesty,"['memphis hip hop', 'southern hip hop', 'tennessee hip hop', 'trap']"
Man Down,Dmajormusic,['trap beats']
Luminism,Ryan Keberle,['jazz brass']
Light Heart,Study Music And Piano Music,['pianissimo']
Wintergarden,Hilyard,['drift']
Binaural Beats and White Noise,White Noise Research,"['environmental', 'sleep']"
Granny's Couch (Acapella),Tony Tillman,"['christian hip hop', 'christian trap', 'gospel rap']"
The Yule Ball (2010),Harry and the Potters,['wrock']
Higher Ground - Live,Thunder,"['glam metal', 'modern hard rock']"
Tafelmusik - Banquet Music In 3 Parts  Production 3 - 5 Solo In G Minor 4 Andante,Georg Philipp Telemann,"['baroque', 'classical', 'early music', 'german baroque']"
Deja Vu,WESTSIDE BOOGIE,"['canadian hip hop', 'indie hip hop', 'underground hip hop']"
Rocket to Hell,Wizard Rifle,"['avant-garde metal', 'post-doom metal']"
PURPLE TUESDAY (feat Jesse Boykins III & Joey Bada$$),Rejjie Snow,"['indie soul', 'irish hip hop']"
10 Triggers to Help You Sleep Pt5,ASMR Darling,['asmr']
Council of Water Sheep,Day by Dave,"['antiviral pop', 'meme', 'pixel']"
DBW,The Faux Paws,['contra dance']
Nite & Day - Instrumental,Marco Polo,"['flick hop', 'underground rap']"
Snaggletooth Pumpkin,Zaki,['pittsburgh indie']
Bruce Wayne,Big Baby Scumbag,"['plugg', 'underground hip hop']"
XO,Arik Divine,['slow game']
Yum,Delon Dior,['toronto rap']
"Gotta Live It - Live Session, Los Angeles, CA, 2017",Jam in the Van,['west coast reggae']
More Freedom,Freeway,"['battle rap', 'hardcore hip hop', 'philly rap']"
Pretty Prelude (Baby Lullaby Version),Steven Current,"['sleep', 'tone']"
Jai rv,Rene Reed,['indie folk']
Cling to the Cross,Mother's Finest,['funk rock']
Past x Future,Tempo Giusto,"['finnish edm', 'tech trance', 'trance', 'uplifting trance']"
Love Your Enemies,William Cata,['gospel drill']
Mike Vick,Terrance Escobar,['cloud rap']
St James Infirmary,Billy Cobb,['5th wave emo']
Some of Yall,Mogli the Iceburg,"['christian hip hop', 'christian trap']"
Thai Massage Music,Buddhist Meditation Music Set,['meditation']
Blue Christmas - live,Good Morning Bedlam,['rochester mn indie']
Dead Are Rising (Beware the Swarm),Tryhardninja,"['antiviral pop', 'otacore', 'pixel']"
Spades,Kenneth Brother,['new orleans rap']
One Step Ahead - Club Mix,Debbie Gibson,"['freestyle', 'new wave pop', 'soft rock']"
Pop Up,Dufflebag Boog,['dmv rap']
No Hook,Trey Bands,['memphis hip hop']
Fleur de Mandragore - Live,Toss the Possum,['contra dance']
Glad He's Gone,Tove Lo,"['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']"
"Once More, For Chick Blundy",Drakkar Sauna,['lawrence ks indie']
Hit and Run,FELICITY,['orlando indie']
"Is This Real Life, Jesus Christ",Black Wing,['new england experimental']
Week 72 Rich Man (Acoustic),Max Garca Conover,['maine indie']
I Just Wanna Say,Point Blank,"['dirty texas rap', 'houston rap']"
Come and Get Your Love,B,['native american hip hop']
High,Lil Chris,['chicago rap']
Collapse - Original,Enduser,"['breakcore', 'darkstep', 'drill and bass']"
Windy Shores,"Zen Music Garden, Meditation, Relaxing Mindfulness Meditation Relaxation Maestro",['mindfulness']
Examine It,Wei Zhongle,['experimental indie']
Off-White,Stape,"['st louis drill', 'st louis rap']"
Truth Hurts (Lullaby Rendition),Jammy Jams,['lullaby']
Sorry Not Sorry,Andie Case,['channel pop']
"Pices de clavecin, Book 3, 14th Ordre in D Major-Minor No 1, Le rossignol-en-amour - Double du rossignol",Franois Couperin,"['baroque', 'classical', 'classical era', 'early music', 'french baroque']"
Freezing,Sleye,['emo rap']
Only Regret (feat Akacia),Jackal,"['electronic trap', 'vapor twitch']"
Backwards,King Theta,['emo rap']
Summerland,The Kickstand Band,['detroit indie']
We Three Kings of Orient Are,Sedona Breeze,['christmas instrumental']
A lot on ur plate,Father,['underground hip hop']
Fuck Authority,GG Allin,"['hardcore punk', 'punk']"
Change in the Air,Obie Hans,['lo-fi jazzhop']
Daydream,The XCERTS,"['aberdeen indie', 'british alternative rock', 'scottish indie', 'scottish rock']"
"Keyboard Concerto in A Minor, Wq 26 I Allegro assai",Carl Philipp Emanuel Bach,"['classical', 'classical era', 'galante era', 'german baroque']"
"Olagn, Pt 3 Zeus to My Demeter",Dan Trueman,['american 21st century classical']
"Symphony No 8 in E-Flat Major, Op 83 I Allegro moderato",Alexander Glazunov,"['classical', 'early modern classical', 'post-romantic era', 'russian romanticism']"
"Souvenirs, Op 28 (Version for Solo Piano) III Pas de deux",Stephen Beus,['american classical piano']
Yoga for Sex,Massage Relaxation Zen Guru,['massage']
"Romance in E-Flat Major, Op 11 (Arr S Cox for Brass Septet)",Septura,['brass ensemble']
Mad At Disney - Piano Version,Dario D'Aversa,['rhythm game']
Get Them Dead,Imagine Music,['epicore']
Black Knight,Slim Jesus,['ohio hip hop']
Got Back,Leemz,['jersey club']
Under Pressure,Joey Cool,['kansas city hip hop']
Comics-Tv,Peter Kelamis,['canadian comedy']
Baccstage (feat Shordie Shordie & Wallie The Sensei),03 Greedo,"['cali rap', 'melodic rap']"
Khaos Destroyer of the Universe,Green Jelly,"['comic metal', 'funk metal']"
Kneel and Heal,George Dean and The Gospel Four,['contemporary gospel']
Funds,Young Mezzy,['cali rap']
With Her,MiscInc,['lo-fi beats']
Blue & Green,Diego Money,"['dark plugg', 'plugg']"
Know About (feat Rick Ross),Harry Fraud,['instrumental hip hop']
Go Tell It On the Mountain,Shane & Shane,"['ccm', 'christian alternative rock', 'christian music', 'roots worship', 'worship']"
blood on my menthol!,kxxiv,"['aesthetic rap', 'weirdcore']"
Despise Us,Tres Leches,['seattle indie']
Vending Machine,Oxford Remedy,['kc indie']
Heartbeat of Heaven,Chosen Few,['gabber']
Won't Look Back,Geowulf,['modern dream pop']
Keep It One Step a Day,Mo Vibez,"['future bass', 'vapor twitch']"
Satellite  - Live,Space Bacon,['jamtronica']
Quienes Son Ellos,boom boom kid,"['argentine indie', 'argentine punk', 'argentine rock']"
Slaves to the System (Acoustic),The Veer Union,"['gymcore', 'post-grunge']"
Relaxing Music with Love,Guided Meditation Music Zone,['meditation']
"7 Verses, Op 127 No 1, Song of Ophelia",Dmitri Shostakovich,"['classical', 'compositional ambient', 'russian modern classical']"
A Little At A Time,Mystery Girl,['albany ny indie']
"Pleiades No 3 Merope, the eloquent",Katherine Needleman,['classical oboe']
Insomnia,Music For Absolute Sleep,['sleep']
City Got Your Name on It,Olivia Foa'i,"['movie tunes', 'show tunes']"
Sin Exagerar,Los Primos de la Baja,"['corrido', 'corridos tumbados', 'sierreno']"
Its Brakkin',Yung Cat,['kansas city hip hop']
JADED,Former Vandal,['modern alternative pop']
"12 Concerti grossi  4 e  5, No 8 in F Minor, Op 1 IV Largo andante",Dubravka Tomi,['balkan classical piano']
Long March Symphony V Triumphant Junction,Shanghai Symphony Orchestra,['chinese classical performance']
Ice Age (Live),Catie Curtis,"['ectofolk', 'lilith', ""women's music""]"
see me again,Grav3,['khmer']
Entice Me,Colourblind,"['adelaide indie', 'aussie emo']"
Clear the Table,Classical Jazz Piano,['dinner jazz']
Voltando Para Ti (2017) (feat Alm dos Cravos),Gui Brazil,['musica eletronica gospel']
Like the Moon,Radio Romance,['country pop']
"Self Reflection, Pt 2",Jimmy Mayo,"['diy emo', 'pittsburgh indie']"
Tobacco Road,Rodney Crowell,"['classic texas country', 'country rock', 'folk', 'outlaw country', 'singer-songwriter']"
We Can Make It,Orgone,"['afrobeat', 'brass band', 'instrumental funk', 'modern funk']"
Hopeful - Man Power Remix,VIMES,['cologne indie']
They're Just Words (feat Douglas J McCarthy),ADULT,"['detroit indie', 'electroclash', 'grave wave']"
A Rope Made for Strangulation  Orphan Donor,Deterioration,"['american grindcore', 'goregrind', 'grindcore', 'minnesota metal', 'powerviolence']"
Bean,JxJury,['portland hip hop']
Peace and Quietness,Smart Baby Lullabies,['lullaby']
Keep It Moving,Stack Bundles,"['battle rap', 'queens hip hop']"
Brand New Animal,Shwab-Archive,['anime rap']
Me and Gist in the Drop,A-Mafia,['battle rap']
Geniet van elke dag,Rob Van Daal,"['carnaval', 'levenslied']"
White Wind Hum,Cats Music Zone,['pet calming']
Selected Noise and Sea Sounds For Ultra Relax,Static White Noise Sounds,['white noise']
All the Way Around,The Minders,"['baroque pop', 'elephant 6', 'portland indie']"
Blew It,Eddie Valero,['memphis hip hop']
Seeker Brain,Clarke and the Himselfs,['la indie']
"Noel, Christ Is Born",Mark Yandris,['apostolic worship']
Hit Dat Road Jack,Yatta,['cali rap']
247,Mykko Montana,"['atl hip hop', 'futuristic swag']"
Fern Canyon (Interlude for Cello in C),Anna Gordon,['olympia wa indie']
Good and Kind - Live,Poor Man's Whiskey,['bay area indie']
All Night (feat T$9 & Kalanfrfr),Paupa,['westcoast flow']
Koopa Castle (Piano Arrangement),CrazyGroupTrio,['vgm instrumental']
Chopin Prelude No17 In A Flat Major Op28 - Allegretto,Lullaby & Prenatal Band,['lullaby']
Run Through The Jungle (From Jungle Cruise),Geek Music,['theme']
Worthless,The Worst of Us,['american metalcore']
AOK - with Manuel Turizo,Tai Verdes,"['modern indie pop', 'singer-songwriter pop']"
Deep water,,['touhou']
For A Second There,Lil Xtra,['emo rap']
Million Things - GATTSO & Disco Killerz VIP Mix,GATTSO,['pop edm']
Fyah Nuh Hot Like You,New Kingston,"['east coast reggae', 'modern reggae', 'west coast reggae']"
Feed,Krosis,"['deathcore', 'north carolina metal', 'progressive deathcore']"
Good Enough,Local Violence,['lexington ky indie']
Alucinari IV - The Fall,Fragarak,['indian metal']
Pet Names,"Pathos, Pathos",['orlando indie']
Change,Lil Data,"['algorave', 'proto-hyperpop']"
Propaganda,Multo,['la hardcore']
ABU DHABI,Cxrpse,['dark trap']
They Who Govern Reason (From Octopath Traveler),Ferdk,['otacore']
If I Didn't Care,Eric and the Nothing,['rhode island indie']
Dancing Got Me,Fresh The Clowns,['kids hip hop']
Loco,Herzeloyde,"['future bass', 'vapor twitch']"
3 Colorful Pieces (Arr D Sherman) II Ruby Romance,Kelly Thomas,"['classical tuba', 'euphonium']"
The Stars and Stripes Forever (Live),United States Army Field Band,"['concert band', 'military band', 'wind symphony']"
Pervasive Structures,Curved Light,['modular synth']
Johnny Bravo,Yellopain,['ohio hip hop']
